BELNR,WAERS,BUKRS,KTOSL,PRCTR,BSCHL,HKONT,DMBTR,WRBTR,label
166639,C8,C86,C2,C20,A1,B3,315245.42,20494,regular
104740,C1,C11,C2,C21,A1,B3,991512.46,0,regular
331531,C9,C94,C1,C11,A2,B1,2882504.9,36139,regular
280638,C2,C21,C1,C13,A1,B1,331634.23,134618,regular
286250,C1,C19,C8,C80,A1,B3,491820.9,0,regular
191292,C6,C66,C2,C20,A2,B3,648047.47,0,regular
434214,C5,C57,C2,C20,A3,B3,256251.38,0,regular
524733,C1,C17,C2,C26,A1,B3,185122.4,0,regular
114208,C8,C81,C8,C84,A1,B3,498713.37,48948,regular
453418,C1,C13,C1,C19,A1,B1,12118.32,0,regular
101417,C1,C12,C8,C86,A1,B3,412419.02,0,regular
220885,C1,C12,C6,C69,A1,B2,2176984.88,0,regular
111045,C1,C14,C8,C83,A1,B3,988683.45,0,regular
44791,C1,C16,C1,C12,A1,B1,1652348.14,0,regular
427237,C1,C11,C1,C18,A1,B1,219351.85,11692,regular
427859,C1,C16,C2,C24,A1,B3,3676812.8,0,regular
192621,C1,C13,C1,C11,A1,B1,822884.92,0,regular
276972,C1,C15,C3,C39,A1,B2,1625889.45,581,regular
462135,C6,C66,C1,C11,A2,B1,2404429.01,20728,regular
387841,C1,C12,C1,C14,A1,B1,530747.75,17268,regular
111174,C7,C72,C1,C10,A3,B1,732191.01,0,regular
447904,C1,C14,C4,C40,A1,B3,60003.72,0,regular
25529,C1,C19,C1,C15,A1,B1,44441.58,0,regular
259090,C1,C14,C1,C18,A1,B1,394726.29,0,regular
5774,C2,C20,C1,C11,A1,B1,197351.39,0,regular
331410,C1,C18,C6,C62,A1,B2,2500737.88,73166,regular
331149,C2,C26,C3,C37,A1,B2,811925.79,9007,regular
95395,C6,C60,C1,C14,A2,B1,340717.1,0,regular
250990,C3,C39,C3,C33,A3,B2,214271.08,0,regular
148392,C2,C20,C6,C65,A1,B2,196730.69,0,regular
68968,C3,C33,C1,C19,A3,B1,423905.67,142767,regular
114109,C1,C17,C1,C12,A1,B1,173113.76,36445,regular
213703,C1,C18,C1,C16,A1,B1,180075.24,0,regular
147476,C5,C50,C1,C11,A3,B1,597792.71,20389,regular
350965,C1,C17,C8,C85,A1,B3,418145.76,0,regular
403877,C7,C78,C1,C13,A3,B1,113466.36,0,regular
415003,C5,C57,C7,C70,A3,B2,574776.45,13051,regular
528526,C1,C10,C9,C97,A1,B1,705013.88,0,regular
467504,C1,C13,C1,C16,A1,B1,878794.3,148484,regular
127630,C1,C14,C1,C19,A1,B1,820279.93,6511,regular
336712,C3,C34,C2,C21,A3,B3,1686901.5,356560.13,regular
132227,C1,C12,C1,C11,A1,B1,370712.26,55652,regular
474748,C1,C11,C1,C10,A1,B1,882815.31,0,regular
410846,C1,C14,C1,C10,A1,B1,138854.49,0,regular
264433,C5,C56,C1,C12,A3,B1,308998.19,0,regular
71640,C6,C62,C1,C10,A2,B1,34173.29,0,regular
115318,C1,C18,C4,C47,A1,B3,822431.59,218882,regular
219940,C3,C33,C6,C69,A3,B2,321990.89,36712,regular
107312,C8,C86,C1,C13,A1,B1,217438.82,0,regular
274433,C6,C61,C1,C12,A2,B1,362514.4,52505,regular
358056,C2,C20,C6,C67,A1,B2,946402.13,0,regular
402282,C1,C12,C2,C25,A1,B3,1501725.2,18701,regular
62073,C2,C28,C1,C14,A1,B1,1002228.63,11785,regular
453456,C7,C77,C8,C83,A3,B3,314002.48,43283.41,regular
93685,C1,C17,C2,C21,A1,B3,32870.78,0,regular
472633,C1,C14,C8,C89,A1,B3,449709.73,413,regular
474814,C1,C13,C2,C21,A1,B3,1197967.59,12411,regular
125686,C7,C70,C2,C24,A3,B3,993348.2,0,regular
393312,C1,C12,C5,C56,A1,B1,4673170.43,0,regular
492279,C1,C17,C9,C95,A1,B1,190623.38,24556,regular
259001,C1,C10,C2,C20,A1,B3,186520.23,33880.2,regular
500598,C1,C19,C5,C58,A1,B1,337209.66,0,regular
201465,C1,C13,C5,C57,A1,B1,456287.71,22855,regular
70188,C2,C26,C2,C20,A1,B3,267839.09,10074,regular
390892,C2,C26,C2,C20,A1,B3,758356.69,804456,regular
443248,C6,C61,C2,C21,A2,B3,2448999.06,0,regular
526866,C1,C13,C8,C83,A1,B3,729232.22,0,regular
248475,C2,C20,C5,C58,A1,B1,839022.62,0,regular
463243,C4,C48,C1,C13,A2,B1,2554788.95,99990,regular
243257,C7,C72,C1,C15,A3,B1,321113.75,46772,regular
286647,C1,C18,C8,C85,A1,B3,311726.84,23597,regular
367783,C1,C19,C4,C40,A1,B3,574104.57,0,regular
206787,C2,C21,C2,C21,A1,B3,1099565.13,10742,regular
216716,C8,C82,C7,C75,A1,B2,422199.61,10713,regular
47085,C8,C83,C1,C14,A1,B1,726619.74,0,regular
86436,C9,C92,C1,C17,A2,B1,1109942.72,20122.81,regular
143511,C1,C16,C1,C17,A1,B1,65979.75,0,regular
115136,C2,C23,C9,C99,A1,B1,99359.53,0,regular
441505,C1,C16,C2,C23,A1,B3,1197226.92,0,regular
202559,C1,C12,C1,C11,A1,B1,468235.95,64388.69,regular
177439,C1,C16,C1,C16,A1,B1,1016949.86,629,regular
472666,C1,C17,C1,C19,A1,B1,982572.91,31656,regular
269936,C8,C86,C1,C13,A1,B1,591393.83,20367,regular
310795,C9,C99,C6,C63,A2,B2,177699.76,36229,regular
59253,C1,C17,C1,C12,A1,B1,40399.55,0,regular
106803,C1,C11,C3,C31,A1,B2,1118.17,18823,regular
249279,C1,C13,C1,C17,A1,B1,14384.18,0,regular
454043,C1,C17,C1,C11,A1,B1,302380.34,463340.86,regular
34418,C9,C96,C1,C17,A2,B1,562747.86,189331.65,regular
184432,C3,C37,C1,C18,A3,B1,146144.91,0,regular
79273,C8,C81,C9,C90,A1,B1,250196.01,100566,regular
61818,C9,C92,C1,C16,A2,B1,170330.71,0,regular
34446,C8,C83,C1,C19,A1,B1,255254.45,0,regular
294334,C2,C20,C1,C11,A1,B1,11511.76,0,regular
64813,C1,C15,C3,C32,A1,B2,169688.82,5919.57,regular
98303,C1,C17,C1,C16,A1,B1,667378.87,1428.61,regular
416934,C6,C66,C6,C61,A2,B2,33885.95,0,regular
431617,C5,C57,C1,C16,A3,B1,4469873.54,30379,regular
487104,C1,C13,C1,C19,A1,B1,2450074.54,0,regular
57290,C3,C31,C6,C66,A3,B2,962813.46,51134,regular
3135,C9,C96,C4,C40,A2,B3,185579.51,0,regular
346164,C1,C12,C3,C35,A1,B2,247257.35,0,regular
163547,C9,C92,C5,C56,A2,B1,1347944.78,8478.67,regular
490632,C2,C21,C3,C35,A1,B2,161984.31,242825.65,regular
84319,C3,C39,C1,C19,A3,B1,363660.33,0,regular
457024,C1,C15,C1,C15,A1,B1,91554.4,256233,regular
448440,C1,C15,C5,C58,A1,B1,32534.6,0,regular
127004,C1,C10,C2,C21,A1,B3,250983.36,112019,regular
159119,C4,C40,C7,C79,A2,B2,1033461.42,0,regular
370708,C1,C18,C2,C21,A1,B3,2015714.05,0,regular
426513,C7,C79,C5,C59,A3,B1,1042619.48,0,regular
14740,C9,C95,C7,C73,A2,B2,389998.21,0,regular
23979,C4,C44,C8,C87,A2,B3,697378.34,0,regular
331519,C1,C12,C1,C12,A1,B1,313339.61,434108,regular
213103,C2,C20,C9,C90,A1,B1,806838.45,0,regular
347121,C2,C20,C1,C12,A1,B1,4572130.23,0,regular
216508,C1,C16,C7,C76,A1,B2,451014.69,99563,regular
286282,C5,C51,C1,C16,A3,B1,366048.9,0,regular
225058,C9,C95,C1,C12,A2,B1,21989.92,0,regular
2008,C1,C17,C1,C13,A1,B1,1107289.39,0,regular
123223,C1,C12,C1,C16,A1,B1,1132295.11,0,regular
99704,C2,C21,C1,C14,A1,B1,562575.58,0,regular
16294,C2,C25,C8,C81,A1,B3,598705.97,0,regular
208807,C5,C59,C1,C18,A3,B1,1648164.22,0,regular
173250,C4,C47,C1,C10,A2,B1,516226.38,0,regular
22502,C1,C19,C1,C16,A1,B1,441294.33,19452,regular
449961,C1,C12,C6,C63,A1,B2,1835651.4,0,regular
483854,C6,C63,C2,C20,A2,B3,194999.66,0,regular
139957,C8,C84,C2,C21,A1,B3,29768.35,0,regular
65417,C1,C10,C7,C73,A1,B2,778954.16,0,regular
335260,C1,C17,C1,C10,A1,B1,1008639.43,74621.63,regular
123944,C1,C13,C1,C18,A1,B1,97575.69,67129,regular
130130,C5,C58,C4,C47,A3,B3,1143465.7,0,regular
503084,C1,C19,C1,C12,A1,B1,225156.43,0,regular
57870,C1,C17,C1,C11,A1,B1,549882.73,106665,regular
321449,C1,C18,C1,C14,A1,B1,665466.42,0,regular
28746,C1,C16,C1,C14,A1,B1,331566.34,0,regular
528336,C2,C28,C4,C41,A1,B3,151351.75,0,regular
339808,C1,C19,C5,C55,A1,B1,7731846.78,0,regular
38177,C1,C13,C1,C17,A1,B1,603745.94,3542,regular
438926,C1,C15,C7,C75,A1,B2,244910.35,0,regular
166953,C1,C13,C7,C78,A1,B2,427342.84,110,regular
371299,C7,C76,C1,C11,A3,B1,819935.99,3366,regular
284069,C3,C39,C7,C74,A3,B2,551282.01,0,regular
65586,C2,C21,C1,C13,A1,B1,716556.37,0,regular
120796,C6,C63,C1,C11,A2,B1,224535.83,0,regular
207179,C4,C44,C8,C81,A2,B3,657137.56,0,regular
207231,C4,C43,C8,C80,A2,B3,282432.99,56469,regular
185525,C1,C19,C1,C12,A1,B1,1066354.17,0,regular
8883,C9,C93,C6,C67,A2,B2,575883.64,0,regular
282755,C1,C11,C9,C91,A1,B1,459510.13,81888,regular
12679,C1,C17,C1,C14,A1,B1,492084.93,0,regular
165977,C4,C41,C1,C17,A2,B1,1182167.22,10518,regular
317038,C2,C20,C1,C16,A1,B1,428157.63,196,regular
463155,C1,C14,C1,C15,A1,B1,1320071.62,0,regular
502996,C1,C18,C1,C18,A1,B1,818955.14,0,regular
246711,C6,C65,C3,C30,A2,B2,498448.59,0,regular
137207,C8,C88,C6,C69,A1,B2,322913.41,203548,regular
49169,C1,C16,C5,C54,A1,B1,346976.03,0,regular
256924,C2,C23,C5,C52,A1,B1,1031786.82,0,regular
94354,C3,C30,C1,C11,A3,B1,589990.6,209559,regular
146246,C8,C88,C1,C12,A1,B1,33882.98,21746,regular
137819,C1,C11,C1,C16,A1,B1,718030.52,0,regular
82230,C2,C20,C1,C11,A1,B1,318584.43,61321,regular
188434,C1,C11,C1,C14,A1,B1,653498.42,57679,regular
369409,C2,C21,C1,C17,A1,B1,1617010.84,0,regular
256500,C1,C12,C5,C56,A1,B1,204524.78,22824,regular
469843,C7,C75,C1,C19,A3,B1,1759534.65,5035,regular
103017,C1,C15,C1,C15,A1,B1,246343.18,320429.94,regular
13489,C1,C17,C1,C16,A1,B1,147270.16,0,regular
64346,C1,C10,C1,C15,A1,B1,882804.51,19086,regular
404171,C1,C18,C1,C17,A1,B1,746953.3,0,regular
317292,C1,C18,C2,C24,A1,B3,244404.63,0,regular
33890,C7,C78,C9,C95,A3,B1,540586.48,0,regular
499161,C3,C37,C1,C10,A3,B1,2753216.86,0,regular
261740,C1,C17,C2,C26,A1,B3,80512,616,regular
167466,C6,C66,C1,C15,A2,B1,315532.2,0,regular
382371,C3,C38,C6,C62,A3,B2,1099383.38,45518,regular
398370,C1,C16,C7,C70,A1,B2,122216.73,0,regular
507528,C1,C14,C8,C86,A1,B3,2525604.66,0,regular
525747,C8,C80,C1,C16,A1,B1,608688.88,0,regular
319122,C1,C13,C1,C11,A1,B1,343965.86,0,regular
313490,C1,C18,C3,C39,A1,B2,373749.09,0,regular
408137,C5,C54,C5,C58,A3,B1,2591941.66,0,regular
477221,C1,C16,C1,C14,A1,B1,1524884.25,136,regular
383961,C9,C94,C6,C65,A2,B2,314982.8,0,regular
101908,C5,C54,C9,C98,A3,B1,181464.35,0,regular
276356,C1,C10,C9,C92,A1,B1,1281159.47,0,regular
203705,C3,C33,C1,C16,A3,B1,3692.66,205150.17,regular
266433,C1,C14,C4,C45,A1,B3,1218576.4,10377,regular
404102,C1,C10,C8,C89,A1,B3,4081943.37,10187,regular
128362,C1,C18,C3,C32,A1,B2,832885.79,0,regular
479942,C1,C11,C1,C17,A1,B1,331517.64,0,regular
460578,C6,C62,C1,C13,A2,B1,155205.5,0,regular
199663,C5,C57,C1,C13,A3,B1,261044.04,0,regular
195371,C1,C15,C5,C52,A1,B1,2853278.85,0,regular
296255,C4,C42,C1,C10,A2,B1,949057.9,0,regular
525564,C1,C18,C1,C19,A1,B1,16828.95,20797,regular
473432,C8,C80,C1,C19,A1,B1,568588.65,0,regular
262284,C4,C40,C1,C10,A2,B1,455778.58,215811.96,regular
268981,C9,C93,C2,C20,A2,B3,521268.91,0,regular
526184,C3,C30,C1,C12,A3,B1,2658056.97,0,regular
258845,C4,C45,C1,C10,A2,B1,346414.95,0,regular
301924,C1,C19,C7,C71,A1,B2,486084.55,37805.32,regular
452953,C7,C74,C2,C20,A3,B3,191623.76,3008.79,regular
339255,C9,C99,C1,C15,A2,B1,20496.52,34321,regular
468731,C5,C51,C2,C26,A3,B3,271486.21,10161,regular
497747,C1,C13,C1,C13,A1,B1,505908.55,321219,regular
258477,C9,C90,C1,C13,A2,B1,215466.24,111320.91,regular
456583,C1,C10,C1,C15,A1,B1,873587.28,0,regular
63620,C2,C26,C3,C35,A1,B2,162802.06,955,regular
326078,C1,C16,C9,C96,A1,B1,506450.88,62017,regular
320975,C1,C10,C1,C15,A1,B1,52067.94,51746,regular
53727,C1,C12,C1,C13,A1,B1,967803.44,10228,regular
148682,C7,C77,C1,C12,A3,B1,604427.81,1422,regular
422538,C1,C14,C1,C17,A1,B1,894951.62,0,regular
359487,C8,C83,C2,C20,A1,B3,372100.66,18805,regular
29318,C1,C12,C1,C11,A1,B1,1091525.61,0,regular
414928,C2,C21,C1,C17,A1,B1,654862.89,0,regular
283688,C1,C16,C1,C11,A1,B1,80024.92,0,regular
177398,C8,C80,C1,C12,A1,B1,910698.98,391.36,regular
492574,C5,C58,C1,C10,A3,B1,729805.64,0,regular
257232,C9,C98,C1,C18,A2,B1,1379875.21,2370,regular
295609,C5,C58,C1,C11,A3,B1,39412.19,0,regular
58081,C4,C47,C1,C19,A2,B1,507155.38,0,regular
383074,C1,C11,C7,C70,A1,B2,1197001.58,55426,regular
22998,C8,C80,C1,C16,A1,B1,544685.36,0,regular
158516,C7,C70,C1,C15,A3,B1,90539.06,39189,regular
46659,C1,C12,C1,C15,A1,B1,338419.24,0,regular
468875,C1,C17,C1,C12,A1,B1,1239243.62,10812,regular
81420,C1,C18,C1,C17,A1,B1,120706.16,0,regular
52838,C2,C20,C1,C10,A1,B1,1118738.02,0,regular
325418,C6,C65,C1,C15,A2,B1,204828.27,29737,regular
168770,C4,C49,C1,C17,A2,B1,254263.3,0,regular
259595,C1,C13,C8,C87,A1,B3,399404.13,0,regular
440690,C9,C91,C2,C27,A2,B3,2438180.07,0,regular
348132,C1,C17,C1,C11,A1,B1,75848.12,0,regular
349592,C4,C42,C2,C25,A2,B3,1111675.52,0,regular
70,C1,C16,C2,C20,A1,B3,100588.8,18913.68,regular
258520,C6,C68,C1,C11,A2,B1,240530.02,0,regular
476754,C3,C36,C1,C14,A3,B1,1486951.69,73474,regular
345472,C5,C56,C1,C13,A3,B1,120168.68,0,regular
342519,C4,C44,C1,C10,A2,B1,2123328.25,16268,regular
200723,C1,C17,C1,C12,A1,B1,360243.73,10340,regular
144509,C7,C73,C1,C19,A3,B1,350869.44,0,regular
254439,C2,C21,C8,C86,A1,B3,687747.02,99448,regular
62038,C8,C86,C1,C19,A1,B1,253348.26,15147,regular
500755,C5,C51,C9,C92,A3,B1,135963.65,352,regular
212318,C4,C43,C6,C62,A2,B2,524096.89,0,regular
518412,C2,C20,C1,C10,A1,B1,279023.3,644629.94,regular
199773,C1,C13,C1,C18,A1,B1,1093679.52,45250,regular
136506,C1,C16,C9,C92,A1,B1,923817.63,369011.62,regular
275524,C5,C57,C2,C27,A3,B3,15917.18,87553,regular
371114,C2,C28,C1,C19,A1,B1,1172265.65,0,regular
514611,C8,C81,C1,C10,A1,B1,337831.99,24776,regular
372578,C3,C38,C4,C41,A3,B3,1643326.27,0,regular
300150,C1,C11,C1,C12,A1,B1,286002.77,600981,regular
54779,C7,C72,C1,C15,A3,B1,484051.02,0,regular
380702,C1,C11,C5,C50,A1,B1,614991.13,0,regular
8511,C1,C10,C5,C55,A1,B1,1854607.33,127191.46,regular
312912,C1,C14,C1,C18,A1,B1,141767.66,112110,regular
294822,C4,C47,C8,C85,A2,B3,61509.02,10747,regular
132531,C2,C25,C9,C91,A1,B1,111681.44,0,regular
407642,C1,C13,C2,C21,A1,B3,16821.32,0,regular
496522,C3,C30,C8,C85,A3,B3,171184.4,40235,regular
281418,C2,C20,C8,C87,A1,B3,232450.56,0,regular
305205,C8,C81,C1,C13,A1,B1,136406.25,147255,regular
183165,C2,C21,C1,C19,A1,B1,216711.65,32046,regular
135591,C5,C59,C1,C12,A3,B1,595185.8,0,regular
194087,C1,C18,C1,C15,A1,B1,539395.81,0,regular
528305,C5,C58,C5,C58,A3,B1,1415296.45,0,regular
297849,C5,C54,C1,C13,A3,B1,407972.88,0,regular
74314,C1,C17,C1,C11,A1,B1,1379284.84,0,regular
10113,C2,C27,C9,C99,A1,B1,1817562.33,122501,regular
230262,C1,C17,C1,C15,A1,B1,1049630.14,0,regular
361137,C6,C67,C1,C19,A2,B1,370339.47,101689,regular
9380,C1,C10,C2,C21,A1,B3,1272746.14,1440,regular
343300,C9,C96,C1,C11,A2,B1,7355885.66,25983.71,regular
508662,C1,C17,C2,C20,A1,B3,832491.68,58770.1,regular
96117,C1,C19,C6,C63,A1,B2,335354.33,0,regular
74339,C8,C88,C1,C18,A1,B1,119049.85,0,regular
220229,C6,C69,C1,C11,A2,B1,74697.18,267790.38,regular
364134,C1,C17,C4,C45,A1,B3,292706.5,0,regular
154754,C1,C13,C2,C20,A1,B3,133928.68,149076,regular
60562,C1,C12,C1,C15,A1,B1,293043.93,0,regular
386823,C1,C17,C1,C18,A1,B1,209738.95,0,regular
460217,C1,C10,C1,C14,A1,B1,232388.52,0,regular
423116,C9,C93,C2,C27,A2,B3,165930.9,0,regular
81087,C5,C53,C9,C95,A3,B1,138794.69,23001,regular
151206,C2,C20,C1,C10,A1,B1,520391.38,0,regular
103047,C1,C16,C1,C15,A1,B1,340514.81,104506.28,regular
270340,C2,C21,C1,C19,A1,B1,385542.73,0,regular
325309,C1,C18,C6,C68,A1,B2,480481.96,0,regular
189061,C7,C73,C1,C14,A3,B1,825705.34,0,regular
361542,C1,C11,C5,C55,A1,B1,218126.6,20646,regular
479026,C1,C10,C1,C11,A1,B1,1560828.49,21207,regular
370965,C1,C18,C2,C20,A1,B3,818807.46,210016,regular
201686,C9,C99,C8,C87,A2,B3,1676088.7,0,regular
398103,C1,C12,C1,C13,A1,B1,525948.37,0,regular
111329,C9,C95,C1,C19,A2,B1,119102.98,66636,regular
98443,C8,C83,C3,C39,A1,B2,739891.45,312971,regular
43538,C1,C17,C1,C15,A1,B1,746485.92,35336,regular
400637,C2,C20,C1,C17,A1,B1,70407.53,0,regular
86426,C5,C57,C4,C41,A3,B3,52786.95,0,regular
58524,C8,C88,C9,C90,A1,B1,109284.79,0,regular
87548,C3,C37,C7,C77,A3,B2,723216.14,0,regular
437441,C1,C10,C5,C58,A1,B1,1296915.42,0,regular
254921,C1,C19,C7,C71,A1,B2,581164.34,0,regular
438348,C7,C73,C9,C91,A3,B1,2046187.01,0,regular
509243,C1,C16,C6,C69,A1,B2,1098901,42619.78,regular
498008,C2,C25,C7,C74,A1,B2,2185277.55,303136,regular
409999,C1,C17,C1,C14,A1,B1,427544.44,0,regular
89731,C2,C20,C1,C18,A1,B1,3218745.52,51766,regular
112629,C6,C65,C1,C12,A2,B1,60825.85,52992,regular
477002,C6,C62,C1,C17,A2,B1,343689.17,0,regular
335916,C1,C17,C7,C71,A1,B2,5847254.67,0,regular
463721,C2,C22,C7,C73,A1,B2,1070363.53,204,regular
333339,C1,C10,C1,C16,A1,B1,1133000.31,10122,regular
111118,C6,C62,C1,C16,A2,B1,75488.38,0,regular
172528,C2,C20,C4,C46,A1,B3,505072.19,154734,regular
251919,C1,C14,C1,C11,A1,B1,936238.31,401523,regular
232478,C8,C82,C9,C98,A1,B1,192243.42,14409,regular
447067,C1,C18,C8,C84,A1,B3,5503686.81,6088,regular
291985,C1,C16,C7,C73,A1,B2,246863.97,39368.37,regular
358370,C1,C19,C1,C14,A1,B1,12266870.45,0,regular
235982,C1,C10,C1,C10,A1,B1,2531127.63,0,regular
124996,C8,C81,C3,C34,A1,B2,7564.14,0,regular
399059,C1,C13,C4,C44,A1,B3,1338234.06,242,regular
433985,C1,C15,C1,C16,A1,B1,1432979.28,11466,regular
284461,C3,C31,C8,C80,A3,B3,159889.75,0,regular
376956,C4,C47,C1,C11,A2,B1,3669733.97,0,regular
87675,C2,C20,C1,C19,A1,B1,393391.89,0,regular
376377,C1,C12,C2,C24,A1,B3,461154.02,52103,regular
126606,C5,C52,C2,C20,A3,B3,81678.17,0,regular
140752,C1,C12,C1,C14,A1,B1,102042.32,72846,regular
140509,C2,C21,C1,C12,A1,B1,618082.73,18456,regular
490654,C1,C14,C2,C27,A1,B3,334078.29,0,regular
152955,C1,C18,C1,C19,A1,B1,181885.43,61400,regular
272760,C1,C18,C1,C12,A1,B1,2200571.24,0,regular
214982,C7,C73,C1,C19,A3,B1,355318.97,1406.96,regular
53345,C1,C10,C1,C12,A1,B1,45186.22,0,regular
414893,C1,C14,C2,C20,A1,B3,1248875.78,0,regular
311825,C4,C44,C5,C52,A2,B1,69232.77,0,regular
130851,C1,C12,C1,C12,A1,B1,408694.38,1402,regular
271842,C7,C78,C1,C19,A3,B1,799880.05,2269,regular
508913,C1,C19,C2,C20,A1,B3,84106.65,573,regular
302895,C4,C47,C7,C71,A2,B2,30605.72,0,regular
174222,C2,C22,C1,C18,A1,B1,63487.43,0,regular
35352,C1,C19,C1,C18,A1,B1,1183034.64,9912,regular
72864,C5,C57,C2,C21,A3,B3,377168.01,90511,regular
96717,C1,C14,C9,C96,A1,B1,197756.69,0,regular
439868,C4,C44,C8,C80,A2,B3,775615.77,29881,regular
4887,C1,C12,C2,C26,A1,B3,1924396.44,19243.42,regular
346593,C9,C96,C1,C17,A2,B1,7013009.6,0,regular
166244,C1,C10,C1,C17,A1,B1,917731.14,81297,regular
391111,C1,C18,C3,C34,A1,B2,686082.03,0,regular
161371,C2,C20,C1,C16,A1,B1,866706.7,0,regular
437308,C9,C97,C2,C20,A2,B3,1839368.39,0,regular
184321,C2,C20,C1,C15,A1,B1,177997.32,33126,regular
289033,C6,C67,C1,C10,A2,B1,911831.13,258344,regular
6446,C3,C35,C4,C44,A3,B3,791291.63,306547.24,regular
376429,C2,C20,C7,C77,A1,B2,72589.36,20538,regular
401662,C2,C25,C1,C18,A1,B1,429895.78,0,regular
419494,C1,C17,C1,C15,A1,B1,415040.5,75574,regular
510053,C6,C64,C1,C11,A2,B1,1040773.5,0,regular
320242,C2,C21,C4,C41,A1,B3,3461.71,35074,regular
411100,C1,C17,C3,C30,A1,B2,659588.21,0,regular
318575,C1,C16,C1,C12,A1,B1,54804.06,109,regular
493872,C1,C12,C2,C20,A1,B3,400680.16,18989.63,regular
409342,C1,C17,C1,C11,A1,B1,1439024.45,49966,regular
193972,C1,C13,C2,C23,A1,B3,204643.56,160487,regular
474680,C8,C80,C1,C13,A1,B1,412389.97,56569,regular
183467,C1,C12,C8,C86,A1,B3,1048591.92,120895,regular
333532,C1,C18,C4,C42,A1,B3,984435.69,0,regular
430349,C1,C17,C2,C20,A1,B3,60880.95,0,regular
72014,C9,C92,C6,C66,A2,B2,379658.45,218293.47,regular
305145,C2,C20,C1,C10,A1,B1,990660.98,113181,regular
298509,C9,C99,C2,C20,A2,B3,89887.31,0,regular
365224,C1,C13,C1,C18,A1,B1,42197.23,0,regular
454964,C1,C18,C1,C15,A1,B1,1007213.87,0,regular
233077,C7,C72,C1,C15,A3,B1,373840.65,0,regular
371898,C6,C68,C1,C18,A2,B1,376186,0,regular
110631,C1,C15,C5,C53,A1,B1,1201097.12,147708,regular
443063,C1,C17,C5,C56,A1,B1,561510.78,0,regular
524109,C1,C12,C1,C12,A1,B1,146095.73,146095.73,regular
316143,C1,C12,C2,C21,A1,B3,12257582.41,0,regular
344518,C7,C78,C2,C20,A3,B3,67343.8,0,regular
115053,C2,C20,C1,C14,A1,B1,556567.74,397705,regular
489583,C1,C19,C2,C25,A1,B3,308556.37,0,regular
222602,C3,C31,C7,C70,A3,B2,217108.8,0,regular
174724,C4,C48,C1,C19,A2,B1,493716.8,12941,regular
337224,C2,C27,C1,C18,A1,B1,1337723.02,0,regular
116137,C3,C33,C1,C13,A3,B1,461071.29,3720.47,regular
7198,C1,C12,C4,C41,A1,B3,2045447.31,1594,regular
275999,C1,C19,C1,C16,A1,B1,1310263.89,10916,regular
391268,C4,C45,C1,C11,A2,B1,1864491.35,0,regular
78291,C8,C81,C2,C26,A1,B3,11588.06,502078,regular
461901,C4,C42,C1,C14,A2,B1,314532.68,0,regular
23795,C7,C74,C8,C88,A3,B3,683066.58,23361,regular
147493,C1,C15,C1,C19,A1,B1,370089.99,172778,regular
57604,C4,C46,C1,C18,A2,B1,1240583.45,37876,regular
338314,C1,C11,C8,C87,A1,B3,1547458.71,0,regular
175057,C1,C12,C3,C34,A1,B2,191586.85,0,regular
513160,C6,C66,C9,C92,A2,B1,1139983.15,1139983.15,regular
40514,C2,C28,C7,C70,A1,B2,1741583.18,0,regular
532881,C3,C36,C3,C33,A3,B2,7758036.72,7758036.72,regular
242029,C1,C14,C2,C24,A1,B3,183799.55,2589,regular
9716,C9,C92,C6,C67,A2,B2,584826.98,0,regular
84939,C1,C18,C2,C21,A1,B3,1121941.74,0,regular
221112,C1,C11,C4,C48,A1,B3,17776.57,0,regular
249847,C1,C19,C4,C47,A1,B3,1089117.88,82509.66,regular
93995,C3,C38,C1,C19,A3,B1,180475.3,0,regular
440927,C3,C33,C1,C12,A3,B1,570283.64,215512.24,regular
436389,C1,C18,C2,C21,A1,B3,1321895.26,63982,regular
122951,C7,C79,C8,C86,A3,B3,806849.12,9878.26,regular
449495,C5,C58,C7,C72,A3,B2,1121655.51,439,regular
383174,C1,C17,C1,C19,A1,B1,1369135.05,0,regular
157584,C1,C12,C1,C19,A1,B1,380093.36,0,regular
509789,C3,C31,C1,C19,A3,B1,1390332.39,1390332.39,regular
480417,C1,C17,C6,C60,A1,B2,440400.03,51158,regular
131988,C4,C45,C4,C42,A2,B3,260779.85,0,regular
129967,C7,C72,C8,C88,A3,B3,1298002.38,0,regular
177296,C1,C10,C1,C11,A1,B1,441411.73,49562,regular
469415,C8,C88,C1,C16,A1,B1,1612266.58,0,regular
330514,C1,C19,C1,C10,A1,B1,130669.08,0,regular
366416,C1,C10,C1,C11,A1,B1,793787.16,0,regular
441332,C2,C20,C1,C17,A1,B1,731368.31,0,regular
24617,C1,C12,C9,C93,A1,B1,568331.16,44097,regular
181360,C9,C96,C1,C17,A2,B1,170554.84,0,regular
372255,C1,C11,C1,C19,A1,B1,1467398.7,0,regular
423297,C2,C20,C1,C18,A1,B1,1211956.4,461809.9,regular
479223,C7,C70,C1,C13,A3,B1,125930.11,0,regular
363185,C1,C11,C1,C10,A1,B1,17069.22,0,regular
2218,C1,C15,C1,C19,A1,B1,462608.42,19885,regular
345221,C1,C15,C3,C38,A1,B2,10000000,20223,regular
124679,C1,C14,C1,C19,A1,B1,88989.69,0,regular
63060,C7,C70,C7,C78,A3,B2,117648.63,15370,regular
